"loading","measurement_17","measurement_6","measurement_5","measurement_7","attribute_0","measurement_4","attribute_1","product_code","measurement_14","measurement_13","measurement_8","measurement_15","attribute_2","measurement_3","measurement_9","measurement_10","failure"
169.05,623.976,16.355,18.037,10.057,5,12.192,5,1,15.715,16.178,19.482,14.988,8,19.087,11.118,17.054,0
123.7,818.197,17.138,16.566,12.303,5,12.684,5,1,17.212,15.72,19.918,15.635,8,19.456,11.928,14.161,1
116.68,679.55,18.205,16.059,11.465,5,13.302,5,1,15.944,15.587,20.844,15.891,8,17.316,10.562,15.909,0
68.56,782.612,17.481,17.196,12.091,5,12.352,5,1,15.232,16.686,18.06,18.05,8,18.961,11.338,13.697,0
98.13,778.18,16.671,17.141,11.465,5,13.925,5,1,16.764,17.951,19.72,15.777,8,18.964,10.654,15.023,1
105.4,582.449,18.494,17.878,9.841,5,11.528,5,1,15.105,15.136,18.216,14.695,8,17.917,12.421,15.912,0
127.95,735.729,17.77,17.863,12.643,5,11.792,5,1,16.902,15.404,19.014,14.405,8,15.704,10.088,17.113,1
125.04,700.406,17.523,16.697,11.437,5,11.717,5,1,14.566,14.652,20.744,15.967,8,18.217,12.61,13.983,0
79.92,771.586,17.97,18.736,12.78,5,10.708,5,1,14.673,15.965,18.623,13.289,8,17.677,10.259,20.226,0
95.23,676.251,18.289,18.019,12.161,5,9.349,5,1,16.352,19.983,18.255,11.282,8,17.691,11.907,17.748,0
124.65,690.65,18.558,17.807,11.281,5,10.267,5,1,16.415,13.757,16.975,12.575,8,18.972,13.209,15.18,1
157.98,754.491,18.584,16.576,12.088,5,11.437,5,1,17.105,16.439,19.654,16.495,8,19.743,12.128,17.1,0
91.15,648.987,17.273,17.081,11.896,5,10.694,5,1,16.056,17.214,19.126,14.721,8,18.125,10.409,18.538,0
123.85,693.883,18.714,17.37,11.425,5,11.119,5,1,16.608,15.02,18.045,14.276,8,19.304,11.74,15.114,0
105.22,797.474,17.224,19.296,11.079,5,13.438,5,1,17.162,17.209,18.223,14.588,8,17.073,11.97,17.886,0
83.76,795.72,16.745,17.003,11.805,5,12.742,5,1,15.885,13.518,19.953,14.5,8,18.849,12.484,18.063,0
114.42,687.47,17.465,17.256,11.605,5,10.616,5,1,18.356,14.15,21.038,14.48,8,17.763,13.002,15.425,1
190.12,816.672,16.611,16.898,13.493,5,11.437,5,1,15.627,15.548,18.011,14.19,8,18.579,10.207,19.508,0
103,547.068,17.728,17.431,10.73,5,11.025,5,1,16.748,13.986,18.22,15.017,8,17.092,10.155,16.223,1
108.41,689.392,16.83,17.527,11.166,5,12.31,5,1,15.118,17.468,18.834,16.947,8,17.206,11.704,15.757,0
132.95,503.671,14.804,16.597,10.631,5,10.696,5,1,16.213,14.457,17.752,14.854,8,16.93,10.648,16.145,1
161.57,536.775,17.349,17.782,10.297,5,11.399,5,1,15.654,15.68,19.635,12.118,8,17.059,10.159,14.101,1
103.77,604.741,19.758,16.815,10.893,5,11.051,5,1,15.413,17.113,18.811,14.983,8,18.798,11.373,17.252,0
137.41,838.735,18.124,18.491,12.626,5,12.051,5,1,16.802,16.717,19.102,14.962,8,16.35,12.293,14.457,0
154.54,819.85,17.587,17.864,13.184,5,11.236,5,1,15.448,14.656,19.793,14.055,8,19.031,10.093,14.78,0
142.29,703.83,16.622,17.432,11.734,5,11.894,5,1,15.812,16.391,20.004,14.293,8,17.262,11.199,16.159,0
157.56,649.114,17.907,17.081,11.281,5,12.032,5,1,14.985,16.567,17.396,13.077,8,19.563,9.242,14.727,0
165.71,539.365,16.445,15.943,11.308,5,10.147,5,1,14.892,17.61,19.32,17.376,8,19.172,9.972,17.494,0
173.36,635.73,17.874,16.504,11.407,5,11.26,5,1,15.791,17.858,17.864,15.504,8,17.139,12.11,13.466,0
132.48,675.814,18.215,15.964,11.928,5,11.968,5,1,15.471,17.757,18.085,12.902,8,18.344,10.565,15.506,1
111.28,740.416,15.624,17.027,11.656,5,12.008,5,1,15.682,15.429,18.008,13.566,8,18.086,12.536,16.167,1
102.15,725.825,16.581,16.777,11.966,5,12.189,5,1,13.098,15.289,18.929,12.042,8,18.128,11.014,15.141,0
98.97,855.633,17.521,18.637,12.265,5,12.819,5,1,15.383,14.419,17.771,13.469,8,17.385,11.938,18.031,0
142.57,678.071,17.196,15.586,12.641,5,10.88,5,1,17.747,14.73,18.456,17.78,8,16.773,11.685,15.756,0
212.49,655.147,17.167,17.752,10.561,5,12.775,5,1,16.508,12.887,17.825,15.316,8,17.472,11.141,15.162,0
100.26,749.509,17.157,15.769,12.86,5,11.089,5,1,15.265,14.295,19.193,17.113,8,17.011,12.914,15.763,0
209.61,770.038,17.773,16.308,12.667,5,12.665,5,1,14.665,14.749,18.336,13.392,8,17.405,10.704,17.899,0
158.2,705.351,17.693,17.022,11.482,5,13.23,5,1,15.241,18.186,19.023,14.615,8,17.112,10.514,13.07,1
102.12,681.5,16.941,16.055,12.639,5,11.104,5,1,17.281,15.6,19.867,14.474,8,18.447,9.663,15.121,1
122.46,694.609,17.85,15.922,12.373,5,10.771,5,1,15.752,17.074,19.219,18.09,8,17.325,12.565,12.698,0
161.94,736.952,17.568,16.359,12.419,5,11.61,5,1,16.947,16.54,18.171,15.868,8,19.077,10.795,15.212,0
75.81,683.243,14.892,16.576,12.225,5,10.727,5,1,14.884,12.063,19.867,10.71,8,18.676,10.874,16.071,0
140.62,845.725,16.931,16.456,12.446,5,14.031,5,1,15.958,16.95,19.153,15.21,8,18.499,11.059,14.625,0
100.07,744.994,18.02,15.876,13.239,5,10.866,5,1,16.056,13.248,18.207,15.278,8,16.994,11.727,15.22,1
106.59,701.794,17.419,17.962,11.439,5,11.854,5,1,17.303,17.692,18.477,15.212,8,18.916,10.284,16.805,1
130.03,700.068,16.856,18.323,10.515,5,12.007,5,1,15.202,13.378,18.653,15.294,8,18.158,13.061,18.89,0
106.79,459.623,18.044,16.965,10.148,5,9.388,5,1,16.391,15.034,19.863,14.483,8,17.799,11.664,19.048,1
82.93,892.967,16.861,16.755,13.486,5,13.991,5,1,15.866,15.385,19.736,15.929,8,16.576,10.397,16.358,0
118.06,730.222,17.77,17.664,12.301,5,10.995,5,1,17.732,15.192,17.884,13.98,8,16.632,11.941,17.353,0
149.84,707.108,15.367,16.423,10.81,5,13.129,5,1,15.233,15.068,19.734,17.201,8,18.917,12.472,16.067,1
104.02,820.122,18.742,17.933,11.067,5,12.739,5,1,17.996,15.674,19.573,12.767,8,19.132,14.34,15.095,0
221,434.967,16.258,17.724,9.009,5,12.04,5,1,17.735,13.504,17.265,13.809,8,15.612,10.544,14.716,0
122.04,812.026,19.05,16.84,12.568,5,12.849,5,1,15.738,17.737,20.087,15.659,8,17.211,11.714,16.296,0
139.39,646.831,17.647,16.219,11.759,5,10.706,5,1,15.758,13.948,18.569,16.156,8,16.584,12.973,16.006,1
80.31,767.707,19.147,17.55,12.36,5,12.256,5,1,17.909,15.783,21.235,15.251,8,17.885,10.347,15.619,0
144.96,732.943,17.006,17.582,11.325,5,12.818,5,1,19.65,17.453,18.805,15.586,8,17.162,11.925,14.75,1
143.9,639.499,17.969,16.464,12.4,5,9.74,5,1,16.075,12.942,18.037,15.163,8,18.621,10.5,16.633,0
111.82,811.766,16.833,19.248,12.184,5,12.538,5,1,15.209,17.059,17.48,15.861,8,16.043,11.148,15.239,0
115.48,848.791,17.547,16.928,13.075,5,13.598,5,1,16.138,14.123,19.616,14.028,8,17.196,10.107,17.312,0
104.19,692.287,18.556,16.821,11.765,5,11.58,5,1,17.969,15.657,21.313,17.682,8,18.035,11.404,18.837,1
133.11,946.765,18.343,18.934,13.808,5,11.094,5,1,17.326,16.295,18.142,15.293,8,18.812,11.777,17.876,0
130.7,780.992,18.689,18.159,11.719,5,11.985,5,1,15.971,16.097,18.116,16.231,8,17.929,12.535,17.627,0
87.19,621.272,18.051,17.024,12.093,5,10.605,5,1,17.011,11.879,19.71,16.434,8,16.474,10.104,17.541,0
215,627.485,17.34,18.688,11.206,5,10.705,5,1,14.961,16.3,19.183,15.746,8,17.365,10.318,16.938,1
122.88,531.862,16.249,18.022,9.996,5,11.047,5,1,17.015,13.192,19.013,14.954,8,17.138,11.168,15.635,0
111.62,500.412,17.971,17.31,10.4,5,10.655,5,1,16.835,15.483,20.942,16.289,8,17.438,10.027,16.422,0
168.67,707.02,17.706,17.361,11.807,5,11.392,5,1,16.781,18.508,19.971,16.276,8,17.735,11.643,13.135,0
132.73,655.514,16.432,17.069,11.425,5,10.936,5,1,15.653,15.604,20.454,16.049,8,17.466,12.315,15.895,0
178.91,809,16.738,16.798,12.6,5,12.694,5,1,16.478,13.715,19.592,12.442,8,17.438,11.666,14.764,0
107.21,855.773,18.004,16.708,13.215,5,12.397,5,1,17.621,16.546,18.372,15.25,8,18.99,10.919,15.861,0
138,639.526,18.659,17.909,10.738,5,11.373,5,1,17.989,17.224,18.415,15.907,8,17.294,12.246,16.071,0
101.65,587.775,17.99,16.767,11.541,5,10.488,5,1,15.757,14.108,19.148,14.116,8,16.968,10.883,18.115,0
132.38,753.63,17.026,18.091,12.176,5,10.616,5,1,16.674,17.522,18.997,13.859,8,18.072,12.299,16.095,0
155.34,598.657,16.846,17.001,10.256,5,11.745,5,1,16.387,16.278,19.036,15.278,8,18.499,12.038,17.051,0
163.01,509.775,16.581,17.356,10.145,5,10.442,5,1,16.074,15.014,17.953,18.895,8,18.198,10.962,13.769,0
115.79,819.763,17.086,16.541,11.947,5,14.024,5,1,15.258,16.265,18.917,12.641,8,19.538,10.854,15.626,0
61.51,668.261,17.413,17.686,11.865,5,10.744,5,1,17.144,14.422,18.769,15.825,8,16.709,11.37,18.766,0
126.15,665.995,16.539,17.838,11.38,5,11.626,5,1,15.312,19.198,17.706,15.402,8,16.264,11.498,18.195,0
171.16,705.864,17.204,19.458,10.942,5,11.795,5,1,16.679,12.858,17.966,15.787,8,16.617,11.799,18.295,0
73.03,598.123,19.309,16.524,10.864,5,11.445,5,1,15.442,13.272,20.03,14.848,8,16.801,12.325,14.229,0
141.33,705.238,18.193,17.098,12.05,5,10.284,5,1,17.677,18.11,17.375,15.289,8,18.322,12.632,15.399,1
216.47,651.114,18.121,16.644,11.2,5,11.459,5,1,15.996,16.851,20.053,12.403,8,17.742,12.377,16.578,0
204.23,607.955,18.078,17.151,10.862,5,11.054,5,1,15.376,16.259,18.106,18.474,8,18.056,11.669,16.723,0
92.9,799.133,18.08,17.151,13.638,5,10.331,5,1,17.91,12.832,18.255,16.01,8,18.246,10.798,17.605,0
74.67,646.215,17.071,16.761,12.172,5,11.54,5,1,16.537,15.058,18.8,13.829,8,17.002,9.227,18.717,0
252.01,660.482,16.02,16.736,11.747,5,11.16,5,1,16.979,14.592,18.614,14.533,8,18.749,10.597,15.124,0
130.3,644.451,19.705,18.351,10.844,5,10.991,5,1,16.721,14.959,18.21,12.406,8,16.787,12.474,13.842,0
161.02,650.879,17.546,17.096,10.959,5,11.022,5,1,17.13,15.874,18.435,16.21,8,19.521,12.064,16.959,0
105.52,844.692,18.585,18.797,12.718,5,10.952,5,1,17.787,14.988,19.768,19.022,8,18.288,12.314,15.485,1
181.46,837.103,17.458,20.051,12.857,5,10.784,5,1,17.186,14.331,18.352,12.74,8,18.306,10.159,14.537,0
86.72,789.181,17.301,15.949,12.548,5,12.172,5,1,16.577,16.505,18.116,14.383,8,18.283,12.447,18.905,0
188.59,556.876,16.788,15.494,10.628,5,11.928,5,1,14.442,14.474,17.671,15.423,8,18.446,10.962,19.639,0
75.83,753.502,17.546,17.593,12.487,5,11.55,5,1,17.401,14.785,16.703,14.648,8,17.671,10.648,17.012,0
232.92,603.511,18.598,17.059,11.042,5,10.899,5,1,14.899,16.048,19.372,14.735,8,18.021,11.308,17.848,0
131.2,505.224,16.63,15.555,11.059,5,10.851,5,1,16.905,16.509,17.807,17.834,8,16.728,10.55,18.502,0
101.98,736.296,17.092,16.962,11.457,5,12.681,5,1,15.537,18.403,19.994,13.531,8,17.826,12.222,16.718,0
137.91,622.478,17.119,15.626,11.947,5,10.663,5,1,14.057,13.414,18.278,11.345,8,17.498,11.681,13.003,0
131.77,703.533,16.952,16.98,12.472,5,10.222,5,1,15.058,16.454,19.813,15.655,8,18.29,11.414,17.093,1
241.89,756.57,18.921,17.18,13.223,5,11.083,5,1,15.736,16.497,20.019,14.774,8,16.69,10.363,16.041,0
88.9,549.361,20.083,18.673,10.104,5,10.319,5,1,15.846,14.177,20.389,15.049,8,17.154,11.819,16.92,1
158.28,744.376,19.752,19.079,11.55,5,12.379,5,1,15.706,19.085,17.709,16.524,8,16.769,10.667,13.462,0
105.83,609.911,17.426,17.871,9.951,5,12.609,5,1,14.995,16.235,18.687,12.972,8,17.475,11.576,15.466,0
108.45,653.27,17.784,19.085,10.726,5,10.905,5,1,16.534,16.524,20.637,15.771,8,17.406,11.986,17.065,0
168.21,805.35,18.064,17.727,12.811,5,11.212,5,1,14.726,14.328,19.398,14.657,8,15.81,13.214,16.414,0
143.91,857.134,17.805,17.868,12.845,5,12.522,5,1,16.477,13.692,18.587,15.075,8,18.543,10.751,15.933,0
107.84,587.033,19.012,16.326,10.665,5,11.745,5,1,15.702,15.846,18.632,15.009,8,17.766,11.647,14.152,1
130.47,813.488,18.032,16.319,13.372,5,11.849,5,1,14.827,15.83,18.18,15.354,8,17.45,11.331,14.623,0
134.86,660.112,17.319,16.757,11.64,5,10.967,5,1,17.359,17.383,18.454,17.549,8,17.948,11.813,17.299,0
114.94,641.517,16.901,17.409,11.752,5,11.749,5,1,15.504,15.811,18.703,16.844,8,17.242,9.042,16.738,0
141.28,757.979,17.95,19.506,12.058,5,11.251,5,1,15.944,17.623,17.587,16.419,8,16.95,10.751,17.767,0
127.28,466.981,18.328,16.432,9.996,5,10.777,5,1,16.59,12.55,17.695,15.819,8,18.254,10.481,15.684,1
138.02,772.163,16.161,16.804,11.857,5,12.887,5,1,17.766,17.182,19.136,14.124,8,18.464,11.65,15.91,1
180.45,798.191,17.901,18.021,12.588,5,11.953,5,1,15.483,14.519,18.397,16.947,8,15.6,12.193,18.985,0
94.45,662.878,14.577,16.192,12.124,5,11.575,5,1,16.99,13.91,18.869,15.975,8,16.288,11.16,15.774,0
94.27,614.957,17.3,17.159,11.744,5,9.292,5,1,16.447,16.907,19.563,16.678,8,19.048,11.264,13.687,0
168.6,618.887,18.093,17.016,11.48,5,10.117,5,1,14.88,15.903,20.785,13.732,8,17.032,12.47,18.326,1
109.52,816.812,18.501,16.337,12.792,5,11.413,5,1,15.273,18.4,18.598,17.618,8,18.801,13.079,17.373,0
186.45,743.825,19.041,15.747,13.086,5,10.77,5,1,15.321,16.076,20.038,12.613,8,18.435,11.517,18.457,0
85.56,755.597,16.805,18.708,10.742,5,13.256,5,1,17.23,13.911,17.366,11.823,8,15.917,13.376,14.233,0
162.98,720.536,18.871,17.871,11.024,5,11.729,5,1,14.964,16.131,17.811,16.663,8,19.079,12.577,15.12,0
115.65,697.443,17.044,17.508,12.347,5,11.048,5,1,15.198,15.826,18.557,16.097,8,17.162,10.309,16.694,1
87.35,527.465,18.981,16.485,10.746,5,10.304,5,1,16.022,17.212,18.347,11.544,8,17.127,11.798,17.884,0
122.46,836.821,17.175,17.573,12.794,5,10.799,5,1,17.342,15.046,18.558,14.624,8,20.503,12.065,15.734,0
114.32,542.871,18.582,15.148,10.773,5,10.055,5,1,16.619,16.586,18.095,14.699,8,18.735,13.317,14.978,0
166.44,820.761,18.249,17.852,12.61,5,12.119,5,1,16.651,16.885,19.176,15.078,8,17.779,11.401,17.481,1
123.54,614.996,17.408,18.115,10.761,5,11.78,5,1,17.514,18.25,18.473,13.989,8,16.016,11.194,15.284,0
96.48,691.792,15.974,17.089,12.527,5,10.429,5,1,17.954,18.942,20.779,15.258,8,17.536,10.854,16.464,0
167.95,669.896,18.027,16.803,11.451,5,11.134,5,1,16.633,17.569,18.961,16.174,8,18.94,11.72,17.212,0
98.91,821.42,18.794,18.586,12.413,5,11.189,5,1,16.998,17.412,20.2,12.217,8,19.069,11.763,17.795,0
100.59,675.804,18.041,17.342,11.406,5,10.595,5,1,15.579,13.785,17.273,14.523,8,18.032,12.954,16.361,0
89.47,761.683,15.873,17.041,12.524,5,10.797,5,1,15.26,16.362,19.428,15.474,8,17.413,12.988,17.02,0
168.78,560.893,18.673,16.321,11.221,5,11.035,5,1,15.142,14.901,18.73,13.916,8,15.688,11.48,15.535,0
72.51,675.589,16.635,16.799,12.03,5,11.589,5,1,15.864,15.488,20.462,15.521,8,18.955,9.26,15.017,0
80.59,582.288,15.892,16.719,11.211,5,11.836,5,1,17.806,13.757,18.103,13.043,8,14.682,11.145,21.193,0
87.23,623.408,16.926,19.404,11.112,5,9.286,5,1,15.787,17.456,17.843,15.095,8,18.386,11.158,17.373,0
140.8,631.457,18.743,15.223,11.58,5,11.622,5,1,15.138,12.129,17.362,16.167,8,18.11,11.722,15.603,0
153.47,605.282,18.19,16.433,11.356,5,11.816,5,1,15.755,17.229,18.547,16.885,8,16.267,10.835,16.841,0
92.46,637.485,17.213,18.963,12.127,5,9.163,5,1,17.198,15.807,19.071,16.274,8,16.024,10.802,18.328,0
104.15,612.36,18.004,15.481,11.47,5,12.425,5,1,15.027,14.875,19.119,16.768,8,19.141,8.994,15.678,1
122.41,646.315,18.486,19.005,11.636,5,9.856,5,1,14.836,13.994,20.012,15.482,8,16.71,11.042,17.679,0
111.77,687.796,17.332,16.014,12.147,5,11.367,5,1,14.137,16.904,18.958,12.425,8,17.216,11.962,15.28,0
158.32,739.666,18.126,16.931,12.813,5,11.029,5,1,15.941,18.798,18.587,16.432,8,17.75,10.778,18.194,0
116.13,758.285,18.326,18.298,11.308,5,12.539,5,1,15.178,16.273,17.909,15.496,8,18.648,11.435,17.745,1
109.5,595.183,19.429,17.626,10.85,5,12.288,5,1,18.37,13.43,18.436,16.558,8,15.579,10.264,15.494,0
63.96,686.387,15.885,17.473,11.559,5,11.819,5,1,16.002,16.779,20.649,16.724,8,17.089,11.225,16.715,0
126.02,747.683,17.591,18.582,11.625,5,12.114,5,1,15.696,17.187,17.734,16.558,8,18.795,10.243,17.251,1
163.8,869.63,16.942,17.781,12.937,5,11.153,5,1,16.398,14.853,19.6,16.048,8,19.403,12.721,14.763,0
109.06,837.047,17.683,18.099,12.63,5,12.684,5,1,17.281,17.879,20.086,16.034,8,16.365,11.652,17.258,1
100.25,771.127,16.958,18.317,11.993,5,12.238,5,1,15.83,16.313,20.21,16.075,8,17.877,10.67,15.797,0
176.78,698.715,16.478,16.635,12.026,5,11.604,5,1,15.695,15.649,20.381,16.353,8,16.43,12.15,16.701,1
160.51,556.263,17.887,17.258,11.109,5,9.685,5,1,17.39,11.797,18.745,17.174,8,16.591,12.09,18.412,0
111.37,595.844,16.734,16.298,11.363,5,12.224,5,1,18.143,14.581,18.233,13.72,8,16.802,9.571,13.992,0
88.09,679.113,15.619,16.814,11.585,5,12.322,5,1,17.275,15.839,19.441,16.756,8,17.931,10.368,17.041,0
180.43,834.45,16.568,17.963,12.578,5,11.857,5,1,14.67,15.141,19.421,16.626,8,18.732,11.637,16.191,0
170.29,802.829,16.993,16.162,13.131,5,12.695,5,1,17.229,15.587,19.166,13.811,8,16.617,11.075,18.311,0
122.54,696.559,17.805,17.154,12.202,5,10.777,5,1,14.551,16.544,17.787,13.94,8,17.19,11.647,14.818,0
117.18,729.669,18.474,15.997,11.712,5,13.989,5,1,17.926,13.39,19.54,15.106,8,17.805,10.227,17.072,1
99.01,675.681,17.969,16.075,12.457,5,11.427,5,1,16.278,17.321,21.334,14.226,8,16.684,10.719,17.076,0
93.63,779.289,17.367,16.391,12.383,5,12.379,5,1,17.39,14.895,19.64,14.05,8,18.239,11.756,14.864,0
133.76,847.574,16.514,17.884,13.189,5,12.295,5,1,14.951,14.433,19.971,12.832,8,17.699,10.232,17.41,1
90.74,751.398,18.152,17.61,11.467,5,12.522,5,1,15.547,15.111,18.955,12.777,8,17.637,12.314,16.171,0
145.11,513.423,18.063,15.238,10.209,5,10.667,5,1,15.738,14.202,18.007,13.711,8,19.984,12.076,14.261,0
110.37,822.634,18.302,17.804,13.08,5,9.744,5,1,15.599,19.074,17.262,14.144,8,17.998,13.772,14.391,1
108.31,624.363,17.57,16.96,10.329,5,12.298,5,1,18.901,14.452,18.533,12.244,8,16.977,12.927,15.53,0
213.79,610.288,17.461,15.651,11.459,5,10.882,5,1,15.289,16.484,17.897,16.424,8,17.38,12.513,17.214,0
117.27,767.857,17.918,17.551,11.689,5,13.064,5,1,15.789,16.719,18.637,17.151,8,18.517,10.725,17.006,0
168,606.638,17.215,15.47,11.474,5,11.314,5,1,16.932,15,18.163,13.631,8,17.677,11.619,13.657,0
107.7,802.781,17.03,15.808,13.115,5,11.314,5,1,16.905,15,18.732,12.652,8,18.2,12.798,15.865,1
94.31,671.984,16.728,16.623,11.224,5,11.364,5,1,15.519,17.418,19.057,14.349,8,19.474,12.059,15.038,0
92.15,775.896,16.114,19.209,11.597,5,12.286,5,1,16.637,18.668,18.594,17.316,8,17.481,11.193,13.42,0
155.45,714.342,18.198,18.112,11.88,5,11.378,5,1,17.358,13.039,18.763,15.55,8,17.058,11.201,15.927,0
170.29,678.264,17.167,17.116,12.39,5,10.76,5,1,15.063,12.436,19.408,17.66,8,16.21,11.097,16.492,0
133.09,835.261,15.575,16.858,13.197,5,12.312,5,1,15.911,12.669,17.409,16.154,8,16.531,11.858,15.115,0
98.1,668.867,16.59,17.317,10.994,5,13.317,5,1,15.422,16.178,19.049,13.652,8,15.645,11.208,15.748,0
101.96,582.586,17.486,15.721,11.516,5,10.367,5,1,15.16,14.869,18.627,18.893,8,18.099,11.541,15.923,1
114.85,785.972,16.112,15.702,12.353,5,12.369,5,1,16.104,18.425,20.425,16.389,8,18.904,12.542,17.827,0
127.76,655.116,16.866,17.85,10.951,5,12.627,5,1,16.61,12.318,19.256,15.468,8,16.451,10.709,16.39,0
94.32,890.592,19.604,19.334,12.094,5,12.893,5,1,16.78,14.06,16.283,14.955,8,19.476,11.292,12.789,0
109.49,611.334,17.553,18.249,12.056,5,10.272,5,1,15.412,16.433,19.273,16.091,8,17.039,8.443,16.763,0
195.14,632.918,16.787,17.576,11.025,5,10.279,5,1,17.243,14.826,18.293,14.802,8,18.484,12.5,14.548,1
84.32,865.63,17.842,17.681,12.739,5,12.16,5,1,16.705,14.697,19.787,17.069,8,19.029,11.929,14.25,0
97.84,393.062,16.622,15.905,9.376,5,11.708,5,1,15.529,16.524,17.855,16.228,8,17.039,9.727,16.666,0
116.96,638.377,18.194,17.405,11.957,5,11.484,5,1,16.646,13.481,19.46,14.248,8,17.395,8.643,15.2,0
86.38,656.615,15.959,18.322,10.86,5,11.727,5,1,15.474,20.677,18.049,16.47,8,16.401,11.962,18.774,0
185.64,654.915,17.054,17.562,11.869,5,10.107,5,1,15.975,16.525,17.334,14.871,8,17.161,11.8,16.155,0
111.93,701.586,17.111,17.445,11.281,5,12.561,5,1,15.828,16.151,18.977,14.172,8,17.461,11.308,14.611,0
98.58,540.188,18.084,16.977,9.957,5,12.516,5,1,15.909,15.956,19.702,14.246,8,16.445,10.992,15.564,0
169.27,746.388,15.439,16.779,12.069,5,13.069,5,1,16.9,14.533,18.98,15.221,8,17.251,10.591,16.252,0
118.16,530.321,18.647,16.123,10.691,5,11.176,5,1,15.568,16.623,17.907,17.114,8,15.659,12.096,13.341,0
158.02,696.345,17.149,18.343,11.627,5,11.365,5,1,15.745,18.899,18.044,16.593,8,17.307,10.909,17.643,0
131.47,558.734,17.208,16.741,10.342,5,12.196,5,1,16.224,11.875,19.26,16.776,8,16.798,11.026,13.109,0
112.88,613.813,17.748,16.544,11.307,5,12.019,5,1,16.514,16.096,20.176,16.159,8,16.754,10.495,16.802,1
130.93,676.551,17.241,16.249,12.009,5,12.081,5,1,15.739,17.029,18.261,17.087,8,18.299,9.762,15.41,1
128.66,492.095,17.068,16.407,11.334,5,10.584,5,1,15.165,13.659,18.858,13.83,8,15.517,9.303,14.075,0
147.26,830.16,16.093,18.012,13.638,5,10.89,5,1,17.839,15.434,19.154,15.79,8,17.655,10.332,16.269,0
95.68,779.937,18.825,18.958,11.554,5,11.748,5,1,15.474,15.731,18.724,12.606,8,18.022,12.337,14.773,0
156.54,725.291,19.569,15.33,12.998,5,11.875,5,1,15.43,19.05,18.738,15.573,8,16.677,11.019,18.413,1
145.24,498.082,17.914,15.743,10.855,5,11.902,5,1,17.29,16.8,20.038,15.837,8,16.491,9.119,17.117,0
116.76,822.832,16.33,16.617,13.492,5,11.649,5,1,15.636,15.858,18.235,12.488,8,17.657,11.085,15.71,0
198.7,761.885,17.98,17.701,12.203,5,11.213,5,1,18.223,16.004,18.725,13.306,8,18.067,12.055,14.76,0
181.15,676.767,17.699,16.574,11.923,5,10.513,5,1,15.438,17.056,19.353,16.658,8,19.355,11.51,17.302,1
91.83,675.673,17.462,15.863,11.232,5,12.782,5,1,17.352,17.212,17.542,16.565,8,19.008,11.132,15.582,1
161.96,634.937,17.04,17.873,10.963,5,10.388,5,1,17.169,16.554,17.756,14.018,8,17.538,12.863,15.237,0
160.57,592.769,17.18,16.948,10.266,5,12.493,5,1,15.16,12.364,19.814,18.302,8,16.481,12.02,17.489,0
81.14,813.707,19.043,19.27,11.781,5,10.825,5,1,15.121,16.767,18.37,13.789,8,19.497,12.948,16.843,0
110.74,627.486,17.46,17.157,11.258,5,10.996,5,1,16.348,15.209,18.583,14.425,8,16.801,12.038,14.659,0
101.69,582.88,16.708,15.567,10.496,5,12.902,5,1,17.499,12.616,20.103,14.593,8,17.712,11.185,16.401,0
53.36,648.601,17.119,16.814,12.62,5,10.632,5,1,15.992,15.331,19.632,15.923,8,16.399,9.684,16.749,1
97.64,596.81,17.935,16.783,10.16,5,12.514,5,1,16.968,15.003,20.351,12.422,8,17.335,12.106,14.116,1
64.23,567.281,15.642,18.287,10.758,5,10.794,5,1,17.227,16.196,19.55,15.634,8,16.294,10.65,14.063,1
135.03,567.303,17.98,16.633,11.351,5,10.448,5,1,17.887,15.539,20.123,17.383,8,17.388,10.697,15.772,1
78.81,783.566,17.657,16.813,12.488,5,12.347,5,1,16.21,16.223,19.846,13.04,8,17.245,11.761,14.275,0
87.72,797.049,17.924,15.78,13.148,5,12.579,5,1,16.579,14.684,17.724,14.826,8,18.242,10.363,19.002,0
62.97,774.37,16.309,19.282,12.25,5,11.393,5,1,13.253,12.505,19.773,15.645,8,17.549,10.345,20.513,0
159.22,577.68,16.814,17.397,11.014,5,10.778,5,1,15.238,15.608,18.924,16.014,8,17.481,10.571,16.969,0
160.12,948.794,16.83,18.928,13.212,5,12.208,5,1,16.436,12.157,19.809,12.513,8,18.976,11.836,15.475,0
126.75,551.114,16.382,15.031,10.806,5,11.449,5,1,14.795,15.221,18.778,17.713,8,17.972,11.922,15.965,0
87.25,708.526,17.585,16.892,12.429,5,11.689,5,1,15.449,14.237,17.341,15.923,8,17.092,10.253,16.067,0
143.36,747.994,18.404,16.817,12.593,5,11.517,5,1,15.523,14.528,17.797,14.3,8,18.188,10.8,18.966,1
62.33,647.117,18.041,16.97,11.388,5,11.413,5,1,16.171,18.768,19.086,15.172,8,18.409,10.824,18.464,0
184.71,620.445,15.076,15.887,11.018,5,12.19,5,1,15.056,17.05,17.918,16.299,8,17.876,11.512,14.279,0
151.54,668.604,18.153,16.867,11.78,5,11.588,5,1,15.567,16.942,20.363,18.648,8,17.203,10.999,18.2,0
139.97,810.663,17.782,18.078,12.148,5,12.821,5,1,16.532,15.615,18.313,16.183,8,18.529,10.535,14.373,0
99.7,698.24,17.175,16.809,11.505,5,12.165,5,1,16.409,18.103,19.277,14.528,8,17.312,12.067,14.506,0
